ordinal,species,in6,in5,in4,in3,in2,in1,total,year,site,DI,elev,spsiteyear,doy_adult,gdd_adult
231,Trachyrhachys kiowa,3,0,0,0,0,0,3,2010,A1,6,2195,A12010Trachyrhachys kiowa,209,389.6442346
239,Trachyrhachys kiowa,4,0,0,0,0,0,4,2010,A1,6,2195,A12010Trachyrhachys kiowa,209,389.6442346
207,Trachyrhachys kiowa,13,0,0,0,0,0,13,2011,A1,6,2195,A12011Trachyrhachys kiowa,NA,NA
215,Trachyrhachys kiowa,7,0,0,0,0,0,7,2011,A1,6,2195,A12011Trachyrhachys kiowa,NA,NA
225,Trachyrhachys kiowa,3,0,0,0,0,0,3,2011,A1,6,2195,A12011Trachyrhachys kiowa,NA,NA
210,Trimerotropis cincta,5,0,0,0,0,0,5,1958,A1,6,2195,A11958Trimerotropis cincta,NA,NA
241,Trimerotropis cincta,35,2,0,0,0,0,37,1958,A1,5.945945946,2195,A11958Trimerotropis cincta,NA,NA
167,Trimerotropis cincta,0,0,1,7,7,5,20,1959,A1,2.2,2195,A11959Trimerotropis cincta,222,580.6333406
195,Trimerotropis cincta,0,5,2,3,0,0,10,1959,A1,4.2,2195,A11959Trimerotropis cincta,222,580.6333406
202,Trimerotropis cincta,1,8,4,2,0,0,15,1959,A1,4.533333333,2195,A11959Trimerotropis cincta,222,580.6333406
209,Trimerotropis cincta,2,4,1,2,1,0,10,1959,A1,4.4,2195,A11959Trimerotropis cincta,222,580.6333406
216,Trimerotropis cincta,5,1,2,1,0,0,9,1959,A1,5.111111111,2195,A11959Trimerotropis cincta,222,580.6333406
223,Trimerotropis cincta,6,2,0,0,0,0,8,1959,A1,5.75,2195,A11959Trimerotropis cincta,222,580.6333406
237,Trimerotropis cincta,14,0,0,0,0,0,14,1959,A1,6,2195,A11959Trimerotropis cincta,222,580.6333406
243,Trimerotropis cincta,8,0,0,0,0,0,8,1959,A1,6,2195,A11959Trimerotropis cincta,222,580.6333406
250,Trimerotropis cincta,16,0,0,0,0,0,16,1959,A1,6,2195,A11959Trimerotropis cincta,222,580.6333406
257,Trimerotropis cincta,12,0,0,0,0,0,12,1959,A1,6,2195,A11959Trimerotropis cincta,222,580.6333406
210,Trimerotropis verruculata,1,14,5,0,0,0,20,1958,A1,4.8,2195,A11958Trimerotropis verruculata,NA,NA
237,Trimerotropis verruculata,3,0,0,0,0,0,3,1959,A1,6,2195,A11959Trimerotropis verruculata,NA,NA
243,Trimerotropis verruculata,9,0,0,0,0,0,9,1959,A1,6,2195,A11959Trimerotropis verruculata,NA,NA
204,Trimerotropis cincta,2,1,0,0,0,0,3,2007,A1,5.666666667,2195,A12007Trimerotropis cincta,NA,NA
218,Trimerotropis cincta,3,0,0,0,0,0,3,2007,A1,6,2195,A12007Trimerotropis cincta,NA,NA
206,Trimerotropis cincta,6,0,0,0,0,0,6,2008,A1,6,2195,A12008Trimerotropis cincta,NA,NA
224,Trimerotropis cincta,3,0,0,0,0,0,3,2008,A1,6,2195,A12008Trimerotropis cincta,NA,NA
212,Trimerotropis cincta,1,1,1,0,0,0,3,2009,A1,5,2195,A12009Trimerotropis cincta,NA,NA
227,Trimerotropis cincta,4,0,0,0,0,0,4,2009,A1,6,2195,A12009Trimerotropis cincta,NA,NA
237,Trimerotropis cincta,8,0,0,0,0,0,8,2009,A1,6,2195,A12009Trimerotropis cincta,NA,NA
183,Trimerotropis cincta,0,0,0,2,1,0,3,2010,A1,2.666666667,2195,A12010Trimerotropis cincta,223,493.6845082
190,Trimerotropis cincta,0,0,2,1,0,0,3,2010,A1,3.666666667,2195,A12010Trimerotropis cincta,223,493.6845082
209,Trimerotropis cincta,0,3,1,0,0,0,4,2010,A1,4.75,2195,A12010Trimerotropis cincta,223,493.6845082
217,Trimerotropis cincta,3,0,0,0,0,0,3,2010,A1,6,2195,A12010Trimerotropis cincta,223,493.6845082
226,Trimerotropis cincta,5,3,2,2,0,0,12,2010,A1,4.916666667,2195,A12010Trimerotropis cincta,223,493.6845082
231,Trimerotropis cincta,6,0,0,0,0,0,6,2010,A1,6,2195,A12010Trimerotropis cincta,223,493.6845082
189,Trimerotropis cincta,0,3,1,0,0,0,4,2011,A1,4.75,2195,A12011Trimerotropis cincta,204,359.654726
207,Trimerotropis cincta,5,3,0,0,0,0,8,2011,A1,5.625,2195,A12011Trimerotropis cincta,204,359.654726
215,Trimerotropis cincta,4,0,0,0,0,0,4,2011,A1,6,2195,A12011Trimerotropis cincta,204,359.654726
225,Trimerotropis cincta,3,0,0,0,0,0,3,2011,A1,6,2195,A12011Trimerotropis cincta,204,359.654726
245,Trimerotropis cincta,4,0,0,0,0,0,4,2011,A1,6,2195,A12011Trimerotropis cincta,204,359.654726
195,Trimerotropis pallidipennis,5,0,0,0,0,0,5,2009,A1,6,2195,A12009Trimerotropis pallidipennis,NA,NA
107,Xanthippus corallipes,0,17,11,4,2,0,34,2007,A1,4.264705882,2195,A12007Xanthippus corallipes,162,191.7574455
143,Xanthippus corallipes,0,1,1,4,5,0,11,2007,A1,2.818181818,2195,A12007Xanthippus corallipes,162,191.7574455
151,Xanthippus corallipes,3,0,0,0,0,0,3,2007,A1,6,2195,A12007Xanthippus corallipes,162,191.7574455
156,Xanthippus corallipes,11,4,1,3,0,0,19,2007,A1,5.210526316,2195,A12007Xanthippus corallipes,162,191.7574455
161,Xanthippus corallipes,4,0,0,0,0,0,4,2007,A1,6,2195,A12007Xanthippus corallipes,162,191.7574455
168,Xanthippus corallipes,4,0,0,0,0,0,4,2007,A1,6,2195,A12007Xanthippus corallipes,162,191.7574455
182,Xanthippus corallipes,3,0,0,0,0,0,3,2007,A1,6,2195,A12007Xanthippus corallipes,162,191.7574455
189,Xanthippus corallipes,3,0,0,0,0,0,3,2007,A1,6,2195,A12007Xanthippus corallipes,162,191.7574455
249,Xanthippus corallipes,0,0,0,0,0,3,3,2007,A1,1,2195,A12007Xanthippus corallipes,162,191.7574455
273,Xanthippus corallipes,0,0,0,1,5,3,9,2007,A1,1.777777778,2195,A12007Xanthippus corallipes,162,191.7574455
104,Xanthippus corallipes,0,2,1,2,0,0,5,2008,A1,4,2195,A12008Xanthippus corallipes,124,43.67233885
113,Xanthippus corallipes,1,3,3,0,0,0,7,2008,A1,4.714285714,2195,A12008Xanthippus corallipes,124,43.67233885
122,Xanthippus corallipes,5,2,1,0,0,0,8,2008,A1,5.5,2195,A12008Xanthippus corallipes,124,43.67233885
129,Xanthippus corallipes,8,4,1,0,0,0,13,2008,A1,5.538461538,2195,A12008Xanthippus corallipes,124,43.67233885
139,Xanthippus corallipes,7,2,0,0,0,0,9,2008,A1,5.777777778,2195,A12008Xanthippus corallipes,124,43.67233885
149,Xanthippus corallipes,24,0,0,0,0,0,24,2008,A1,6,2195,A12008Xanthippus corallipes,124,43.67233885
157,Xanthippus corallipes,11,1,0,0,0,0,12,2008,A1,5.916666667,2195,A12008Xanthippus corallipes,124,43.67233885
163,Xanthippus corallipes,3,0,0,0,0,0,3,2008,A1,6,2195,A12008Xanthippus corallipes,124,43.67233885
168,Xanthippus corallipes,11,0,0,0,0,0,11,2008,A1,6,2195,A12008Xanthippus corallipes,124,43.67233885
175,Xanthippus corallipes,6,0,0,0,0,0,6,2008,A1,6,2195,A12008Xanthippus corallipes,124,43.67233885
183,Xanthippus corallipes,11,0,0,0,0,0,11,2008,A1,6,2195,A12008Xanthippus corallipes,124,43.67233885
190,Xanthippus corallipes,5,0,0,0,0,0,5,2008,A1,6,2195,A12008Xanthippus corallipes,124,43.67233885
288,Xanthippus corallipes,0,0,0,0,4,0,4,2008,A1,2,2195,A12008Xanthippus corallipes,124,43.67233885
125,Xanthippus corallipes,2,8,2,0,0,0,12,2009,A1,5,2195,A12009Xanthippus corallipes,140,59.22441251
131,Xanthippus corallipes,14,11,0,0,0,0,25,2009,A1,5.56,2195,A12009Xanthippus corallipes,140,59.22441251
139,Xanthippus corallipes,9,6,3,0,0,0,18,2009,A1,5.333333333,2195,A12009Xanthippus corallipes,140,59.22441251
148,Xanthippus corallipes,16,0,0,0,0,0,16,2009,A1,6,2195,A12009Xanthippus corallipes,140,59.22441251
156,Xanthippus corallipes,9,0,0,0,0,0,9,2009,A1,6,2195,A12009Xanthippus corallipes,140,59.22441251
163,Xanthippus corallipes,22,0,0,0,0,0,22,2009,A1,6,2195,A12009Xanthippus corallipes,140,59.22441251
179,Xanthippus corallipes,4,0,0,0,0,0,4,2009,A1,6,2195,A12009Xanthippus corallipes,140,59.22441251
189,Xanthippus corallipes,7,0,0,0,0,0,7,2009,A1,6,2195,A12009Xanthippus corallipes,140,59.22441251
127,Xanthippus corallipes,0,8,4,0,0,0,12,2010,A1,4.666666667,2195,A12010Xanthippus corallipes,147,49.33191424
136,Xanthippus corallipes,0,6,6,0,0,0,12,2010,A1,4.5,2195,A12010Xanthippus corallipes,147,49.33191424
142,Xanthippus corallipes,7,8,0,0,0,0,15,2010,A1,5.466666667,2195,A12010Xanthippus corallipes,147,49.33191424
149,Xanthippus corallipes,11,0,0,0,0,0,11,2010,A1,6,2195,A12010Xanthippus corallipes,147,49.33191424
154,Xanthippus corallipes,15,0,0,0,0,0,15,2010,A1,6,2195,A12010Xanthippus corallipes,147,49.33191424
160,Xanthippus corallipes,11,0,0,0,0,0,11,2010,A1,6,2195,A12010Xanthippus corallipes,147,49.33191424
168,Xanthippus corallipes,10,0,0,0,0,0,10,2010,A1,6,2195,A12010Xanthippus corallipes,147,49.33191424
176,Xanthippus corallipes,18,0,0,0,0,0,18,2010,A1,6,2195,A12010Xanthippus corallipes,147,49.33191424
183,Xanthippus corallipes,6,0,0,0,0,0,6,2010,A1,6,2195,A12010Xanthippus corallipes,147,49.33191424
226,Xanthippus corallipes,0,0,0,0,2,3,5,2010,A1,1.4,2195,A12010Xanthippus corallipes,147,49.33191424
231,Xanthippus corallipes,0,0,0,2,2,2,6,2010,A1,2,2195,A12010Xanthippus corallipes,147,49.33191424
239,Xanthippus corallipes,0,0,0,5,4,2,11,2010,A1,2.272727273,2195,A12010Xanthippus corallipes,147,49.33191424
125,Xanthippus corallipes,11,0,0,0,0,0,11,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
131,Xanthippus corallipes,20,1,0,0,0,0,21,2011,A1,5.952380952,2195,A12011Xanthippus corallipes,125,15.03419557
140,Xanthippus corallipes,14,0,0,0,0,0,14,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
146,Xanthippus corallipes,14,0,0,0,0,0,14,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
154,Xanthippus corallipes,7,0,0,0,0,0,7,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
160,Xanthippus corallipes,7,0,0,0,0,0,7,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
167,Xanthippus corallipes,8,0,0,0,0,0,8,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
174,Xanthippus corallipes,7,0,0,0,0,0,7,2011,A1,6,2195,A12011Xanthippus corallipes,125,15.03419557
225,Xanthippus corallipes,0,0,0,0,3,3,6,2011,A1,1.5,2195,A12011Xanthippus corallipes,125,15.03419557
245,Xanthippus corallipes,0,0,0,0,1,4,5,2011,A1,1.2,2195,A12011Xanthippus corallipes,125,15.03419557
160,Aeropedellus clavatus,0,0,2,0,12,6,20,1959,B1,1.9,2591,B11959Aeropedellus clavatus,175,188.9257659
167,Aeropedellus clavatus,0,2,4,0,2,0,8,1959,B1,3.75,2591,B11959Aeropedellus clavatus,175,188.9257659
174,Aeropedellus clavatus,10,10,0,0,0,0,20,1959,B1,5.5,2591,B11959Aeropedellus clavatus,175,188.9257659
183,Aeropedellus clavatus,8,2,10,0,0,0,20,1959,B1,4.9,2591,B11959Aeropedellus clavatus,175,188.9257659
195,Aeropedellus clavatus,68,2,0,0,0,0,70,1959,B1,5.971428571,2591,B11959Aeropedellus clavatus,175,188.9257659
202,Aeropedellus clavatus,28,0,0,0,0,0,28,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
209,Aeropedellus clavatus,32,0,0,0,0,0,32,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
216,Aeropedellus clavatus,48,0,0,0,0,0,48,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
223,Aeropedellus clavatus,32,0,0,0,0,0,32,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
229,Aeropedellus clavatus,20,0,0,0,0,0,20,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
237,Aeropedellus clavatus,13,0,0,0,0,0,13,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
243,Aeropedellus clavatus,5,0,0,0,0,0,5,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
250,Aeropedellus clavatus,9,0,0,0,0,0,9,1959,B1,6,2591,B11959Aeropedellus clavatus,175,188.9257659
162,Aeropedellus clavatus,0,1,8,0,7,0,16,1960,B1,3.1875,2591,B11960Aeropedellus clavatus,182,141.9312197
165,Aeropedellus clavatus,0,2,6,0,8,5,21,1960,B1,2.619047619,2591,B11960Aeropedellus clavatus,182,141.9312197
168,Aeropedellus clavatus,0,5,17,11,3,0,36,1960,B1,3.666666667,2591,B11960Aeropedellus clavatus,182,141.9312197
172,Aeropedellus clavatus,4,11,3,0,1,0,19,1960,B1,4.894736842,2591,B11960Aeropedellus clavatus,182,141.9312197
175,Aeropedellus clavatus,7,10,6,0,0,0,23,1960,B1,5.043478261,2591,B11960Aeropedellus clavatus,182,141.9312197
179,Aeropedellus clavatus,14,7,2,0,1,0,24,1960,B1,5.375,2591,B11960Aeropedellus clavatus,182,141.9312197
182,Aeropedellus clavatus,40,18,4,0,0,0,62,1960,B1,5.580645161,2591,B11960Aeropedellus clavatus,182,141.9312197
186,Aeropedellus clavatus,21,5,1,0,0,0,27,1960,B1,5.740740741,2591,B11960Aeropedellus clavatus,182,141.9312197
189,Aeropedellus clavatus,32,16,4,0,0,0,52,1960,B1,5.538461538,2591,B11960Aeropedellus clavatus,182,141.9312197
193,Aeropedellus clavatus,32,4,1,0,0,0,37,1960,B1,5.837837838,2591,B11960Aeropedellus clavatus,182,141.9312197
200,Aeropedellus clavatus,36,3,0,0,0,0,39,1960,B1,5.923076923,2591,B11960Aeropedellus clavatus,182,141.9312197
202,Aeropedellus clavatus,4,0,1,0,0,0,5,1960,B1,5.6,2591,B11960Aeropedellus clavatus,182,141.9312197
207,Aeropedellus clavatus,24,0,0,0,0,0,24,1960,B1,6,2591,B11960Aeropedellus clavatus,182,141.9312197
210,Aeropedellus clavatus,16,0,0,0,0,0,16,1960,B1,6,2591,B11960Aeropedellus clavatus,182,141.9312197
215,Aeropedellus clavatus,11,0,0,0,0,0,11,1960,B1,6,2591,B11960Aeropedellus clavatus,182,141.9312197
224,Aeropedellus clavatus,29,0,0,0,0,0,29,1960,B1,6,2591,B11960Aeropedellus clavatus,182,141.9312197
231,Aeropedellus clavatus,13,0,0,0,0,0,13,1960,B1,6,2591,B11960Aeropedellus clavatus,182,141.9312197
237,Aeropedellus clavatus,5,0,0,0,0,0,5,1960,B1,6,2591,B11960Aeropedellus clavatus,182,141.9312197
153,Aeropedellus clavatus,0,1,4,2,4,1,12,2006,B1,3,2591,B12006Aeropedellus clavatus,163,145.2471473
159,Aeropedellus clavatus,17,6,1,0,4,0,28,2006,B1,5.142857143,2591,B12006Aeropedellus clavatus,163,145.2471473
166,Aeropedellus clavatus,27,2,1,0,0,0,30,2006,B1,5.866666667,2591,B12006Aeropedellus clavatus,163,145.2471473
173,Aeropedellus clavatus,7,0,0,0,0,0,7,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
180,Aeropedellus clavatus,11,0,0,0,0,0,11,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
188,Aeropedellus clavatus,12,0,0,0,0,0,12,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
194,Aeropedellus clavatus,12,0,0,0,0,0,12,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
201,Aeropedellus clavatus,10,0,0,0,0,0,10,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
208,Aeropedellus clavatus,5,0,0,0,0,0,5,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
223,Aeropedellus clavatus,6,0,0,0,0,0,6,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
230,Aeropedellus clavatus,3,0,0,0,0,0,3,2006,B1,6,2591,B12006Aeropedellus clavatus,163,145.2471473
135,Aeropedellus clavatus,0,0,0,0,0,3,3,2007,B1,1,2591,B12007Aeropedellus clavatus,170,155.314498
144,Aeropedellus clavatus,0,0,0,1,3,3,7,2007,B1,1.714285714,2591,B12007Aeropedellus clavatus,170,155.314498
150,Aeropedellus clavatus,0,0,4,4,8,0,16,2007,B1,2.75,2591,B12007Aeropedellus clavatus,170,155.314498
155,Aeropedellus clavatus,1,0,10,12,4,1,28,2007,B1,3.25,2591,B12007Aeropedellus clavatus,170,155.314498
162,Aeropedellus clavatus,3,0,3,5,1,0,12,2007,B1,3.916666667,2591,B12007Aeropedellus clavatus,170,155.314498
169,Aeropedellus clavatus,6,0,2,0,0,0,8,2007,B1,5.5,2591,B12007Aeropedellus clavatus,170,155.314498
176,Aeropedellus clavatus,14,0,4,0,0,0,18,2007,B1,5.555555556,2591,B12007Aeropedellus clavatus,170,155.314498
183,Aeropedellus clavatus,3,4,1,0,0,0,8,2007,B1,5.25,2591,B12007Aeropedellus clavatus,170,155.314498
190,Aeropedellus clavatus,14,0,1,0,0,0,15,2007,B1,5.866666667,2591,B12007Aeropedellus clavatus,170,155.314498
197,Aeropedellus clavatus,24,0,0,0,0,0,24,2007,B1,6,2591,B12007Aeropedellus clavatus,170,155.314498
204,Aeropedellus clavatus,5,0,0,0,0,0,5,2007,B1,6,2591,B12007Aeropedellus clavatus,170,155.314498
211,Aeropedellus clavatus,7,0,0,0,0,0,7,2007,B1,6,2591,B12007Aeropedellus clavatus,170,155.314498
218,Aeropedellus clavatus,7,0,0,0,0,0,7,2007,B1,6,2591,B12007Aeropedellus clavatus,170,155.314498
130,Aeropedellus clavatus,0,0,0,1,3,4,8,2008,B1,1.625,2591,B12008Aeropedellus clavatus,185,161.6078634
140,Aeropedellus clavatus,0,0,0,3,2,1,6,2008,B1,2.333333333,2591,B12008Aeropedellus clavatus,185,161.6078634
150,Aeropedellus clavatus,0,0,2,3,2,0,7,2008,B1,3,2591,B12008Aeropedellus clavatus,185,161.6078634
158,Aeropedellus clavatus,0,0,3,11,7,3,24,2008,B1,2.583333333,2591,B12008Aeropedellus clavatus,185,161.6078634
162,Aeropedellus clavatus,2,2,8,3,1,0,16,2008,B1,4.0625,2591,B12008Aeropedellus clavatus,185,161.6078634
169,Aeropedellus clavatus,17,3,6,4,0,0,30,2008,B1,5.1,2591,B12008Aeropedellus clavatus,185,161.6078634
176,Aeropedellus clavatus,14,2,6,1,1,0,24,2008,B1,5.125,2591,B12008Aeropedellus clavatus,185,161.6078634
184,Aeropedellus clavatus,25,0,2,0,0,0,27,2008,B1,5.851851852,2591,B12008Aeropedellus clavatus,185,161.6078634
191,Aeropedellus clavatus,12,0,0,0,0,0,12,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
198,Aeropedellus clavatus,15,0,0,0,0,0,15,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
207,Aeropedellus clavatus,16,0,0,0,0,0,16,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
213,Aeropedellus clavatus,8,0,0,0,0,0,8,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
219,Aeropedellus clavatus,18,0,0,0,0,0,18,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
225,Aeropedellus clavatus,6,0,0,0,0,0,6,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
232,Aeropedellus clavatus,9,0,0,0,0,0,9,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
242,Aeropedellus clavatus,3,0,0,0,0,0,3,2008,B1,6,2591,B12008Aeropedellus clavatus,185,161.6078634
126,Aeropedellus clavatus,0,0,0,0,6,2,8,2009,B1,1.75,2591,B12009Aeropedellus clavatus,181,126.146626
132,Aeropedellus clavatus,0,0,2,1,3,3,9,2009,B1,2.222222222,2591,B12009Aeropedellus clavatus,181,126.146626
140,Aeropedellus clavatus,0,1,1,1,2,4,9,2009,B1,2.222222222,2591,B12009Aeropedellus clavatus,181,126.146626
149,Aeropedellus clavatus,7,5,9,4,3,0,28,2009,B1,4.321428571,2591,B12009Aeropedellus clavatus,181,126.146626
157,Aeropedellus clavatus,13,5,7,7,3,1,36,2009,B1,4.416666667,2591,B12009Aeropedellus clavatus,181,126.146626
164,Aeropedellus clavatus,11,8,9,6,0,0,34,2009,B1,4.705882353,2591,B12009Aeropedellus clavatus,181,126.146626
175,Aeropedellus clavatus,7,9,0,0,0,0,16,2009,B1,5.4375,2591,B12009Aeropedellus clavatus,181,126.146626
181,Aeropedellus clavatus,8,0,0,0,0,0,8,2009,B1,6,2591,B12009Aeropedellus clavatus,181,126.146626
190,Aeropedellus clavatus,12,0,0,0,0,0,12,2009,B1,6,2591,B12009Aeropedellus clavatus,181,126.146626
196,Aeropedellus clavatus,8,0,0,0,0,0,8,2009,B1,6,2591,B12009Aeropedellus clavatus,181,126.146626
204,Aeropedellus clavatus,3,0,0,0,0,0,3,2009,B1,6,2591,B12009Aeropedellus clavatus,181,126.146626
213,Aeropedellus clavatus,4,0,0,0,0,0,4,2009,B1,6,2591,B12009Aeropedellus clavatus,181,126.146626
137,Aeropedellus clavatus,0,0,0,0,9,3,12,2010,B1,1.75,2591,B12010Aeropedellus clavatus,187,132.2353992
143,Aeropedellus clavatus,0,0,0,1,2,1,4,2010,B1,2,2591,B12010Aeropedellus clavatus,187,132.2353992
150,Aeropedellus clavatus,0,0,3,9,15,9,36,2010,B1,2.166666667,2591,B12010Aeropedellus clavatus,187,132.2353992
155,Aeropedellus clavatus,0,0,4,7,31,30,72,2010,B1,1.791666667,2591,B12010Aeropedellus clavatus,187,132.2353992
161,Aeropedellus clavatus,0,3,19,12,8,2,44,2010,B1,3.295454545,2591,B12010Aeropedellus clavatus,187,132.2353992
169,Aeropedellus clavatus,0,7,28,9,3,1,48,2010,B1,3.770833333,2591,B12010Aeropedellus clavatus,187,132.2353992
177,Aeropedellus clavatus,16,5,17,1,0,0,39,2010,B1,4.923076923,2591,B12010Aeropedellus clavatus,187,132.2353992
182,Aeropedellus clavatus,21,3,3,0,0,0,27,2010,B1,5.666666667,2591,B12010Aeropedellus clavatus,187,132.2353992
196,Aeropedellus clavatus,17,1,4,0,0,0,22,2010,B1,5.590909091,2591,B12010Aeropedellus clavatus,187,132.2353992
191,Aeropedellus clavatus,18,0,0,0,0,0,18,2010,B1,6,2591,B12010Aeropedellus clavatus,187,132.2353992
202,Aeropedellus clavatus,27,0,1,1,0,0,29,2010,B1,5.827586207,2591,B12010Aeropedellus clavatus,187,132.2353992
209,Aeropedellus clavatus,22,0,0,0,0,0,22,2010,B1,6,2591,B12010Aeropedellus clavatus,187,132.2353992
217,Aeropedellus clavatus,10,0,0,0,0,0,10,2010,B1,6,2591,B12010Aeropedellus clavatus,187,132.2353992
226,Aeropedellus clavatus,7,0,0,0,0,0,7,2010,B1,6,2591,B12010Aeropedellus clavatus,187,132.2353992
241,Aeropedellus clavatus,3,0,0,0,0,0,3,2010,B1,6,2591,B12010Aeropedellus clavatus,187,132.2353992
126,Aeropedellus clavatus,0,0,0,0,1,3,4,2011,B1,1.25,2591,B12011Aeropedellus clavatus,186,177.9344649
141,Aeropedellus clavatus,0,0,0,0,2,4,6,2011,B1,1.333333333,2591,B12011Aeropedellus clavatus,186,177.9344649
147,Aeropedellus clavatus,0,0,1,2,4,4,11,2011,B1,2,2591,B12011Aeropedellus clavatus,186,177.9344649
155,Aeropedellus clavatus,0,0,6,5,5,6,22,2011,B1,2.5,2591,B12011Aeropedellus clavatus,186,177.9344649
161,Aeropedellus clavatus,0,1,3,1,0,2,7,2011,B1,3.142857143,2591,B12011Aeropedellus clavatus,186,177.9344649
168,Aeropedellus clavatus,0,2,5,1,2,0,10,2011,B1,3.7,2591,B12011Aeropedellus clavatus,186,177.9344649
175,Aeropedellus clavatus,6,5,3,3,0,0,17,2011,B1,4.823529412,2591,B12011Aeropedellus clavatus,186,177.9344649
182,Aeropedellus clavatus,9,5,2,0,0,0,16,2011,B1,5.4375,2591,B12011Aeropedellus clavatus,186,177.9344649
188,Aeropedellus clavatus,11,0,1,0,0,0,12,2011,B1,5.833333333,2591,B12011Aeropedellus clavatus,186,177.9344649
196,Aeropedellus clavatus,17,0,0,0,0,0,17,2011,B1,6,2591,B12011Aeropedellus clavatus,186,177.9344649
202,Aeropedellus clavatus,20,0,0,0,0,0,20,2011,B1,6,2591,B12011Aeropedellus clavatus,186,177.9344649
209,Aeropedellus clavatus,18,0,0,0,0,0,18,2011,B1,6,2591,B12011Aeropedellus clavatus,186,177.9344649
216,Aeropedellus clavatus,14,0,0,0,0,0,14,2011,B1,6,2591,B12011Aeropedellus clavatus,186,177.9344649
225,Aeropedellus clavatus,9,0,0,0,0,0,9,2011,B1,6,2591,B12011Aeropedellus clavatus,186,177.9344649
136,Aeropedellus clavatus,0,9,20,6,0,0,35,2012,B1,4.085714286,2591,B12012Aeropedellus clavatus,146,101.0096268
143,Aeropedellus clavatus,15,5,2,0,0,0,22,2012,B1,5.590909091,2591,B12012Aeropedellus clavatus,146,101.0096268
151,Aeropedellus clavatus,26,3,0,0,0,0,29,2012,B1,5.896551724,2591,B12012Aeropedellus clavatus,146,101.0096268
157,Aeropedellus clavatus,51,2,0,0,0,0,53,2012,B1,5.962264151,2591,B12012Aeropedellus clavatus,146,101.0096268
163,Aeropedellus clavatus,53,1,0,0,0,0,54,2012,B1,5.981481481,2591,B12012Aeropedellus clavatus,146,101.0096268
171,Aeropedellus clavatus,34,1,0,0,0,0,35,2012,B1,5.971428571,2591,B12012Aeropedellus clavatus,146,101.0096268
179,Aeropedellus clavatus,12,0,0,0,0,0,12,2012,B1,6,2591,B12012Aeropedellus clavatus,146,101.0096268
184,Aeropedellus clavatus,17,0,0,0,0,0,17,2012,B1,6,2591,B12012Aeropedellus clavatus,146,101.0096268
190,Aeropedellus clavatus,18,0,0,0,0,0,18,2012,B1,6,2591,B12012Aeropedellus clavatus,146,101.0096268
197,Aeropedellus clavatus,7,0,0,0,0,0,7,2012,B1,6,2591,B12012Aeropedellus clavatus,146,101.0096268
207,Aeropedellus clavatus,3,0,0,0,0,0,3,2012,B1,6,2591,B12012Aeropedellus clavatus,146,101.0096268
224,Aeropedellus clavatus,5,0,0,0,0,0,5,2012,B1,6,2591,B12012Aeropedellus clavatus,146,101.0096268
147,Aeropedellus clavatus,0,0,1,2,5,1,9,2014,B1,2.333333333,2591,B12014Aeropedellus clavatus,182,149.0961293
157,Aeropedellus clavatus,0,3,0,0,2,1,6,2014,B1,3.333333333,2591,B12014Aeropedellus clavatus,182,149.0961293
165,Aeropedellus clavatus,7,10,9,0,0,0,26,2014,B1,4.923076923,2591,B12014Aeropedellus clavatus,182,149.0961293
174,Aeropedellus clavatus,19,11,6,3,0,0,39,2014,B1,5.179487179,2591,B12014Aeropedellus clavatus,182,149.0961293
178,Aeropedellus clavatus,34,8,4,1,0,0,47,2014,B1,5.595744681,2591,B12014Aeropedellus clavatus,182,149.0961293
184,Aeropedellus clavatus,26,3,0,0,0,0,29,2014,B1,5.896551724,2591,B12014Aeropedellus clavatus,182,149.0961293
